"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"837980929968734209","","","2017-03-04 10:59:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Look up at the stars and you'll see the ones who have gone before you. A smile is always on their face. Why am I not in the stars?","","","",""
"836020497674604545","836019539808702464","3462273137","2017-02-27 01:09:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew How do you do that?! You're insane! Like literally insane. 😳","","","",""
"836016344697094146","835956239322472448","3462273137","2017-02-27 00:53:23 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew Don't think you can get a Harry Potter tweet out without me noticing!","","","",""
"834705580036149248","834589383160369153","834134874470625280","2017-02-23 10:04:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@SapphireMae13 *hugs* 😥","","","",""
"833193690143260672","","","2017-02-19 05:57:10 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Life seems to be all about being noticed and seen whereas in death you just wanna be left alone...","","","",""
"832841895835529216","832839412367126528","759079707761451008","2017-02-18 06:39:16 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSrachael Come on Rach..I know you have a soft spot...Just because you didn't have any friends in high school doesn't mean you can't now.","","","",""
"832840557600849921","832839412367126528","759079707761451008","2017-02-18 06:33:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSrachael I'll hang but that's not necessary. I'd rather be friends.","","","",""
"832839083126882304","832838771313868802","759079707761451008","2017-02-18 06:28:05 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSrachael Rachael..Shut it...Leave my parents out of this...Please...","","","",""
"832838204831195136","832837634498166784","759079707761451008","2017-02-18 06:24:36 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSrachael I don't want to get into this, Rachael...Please...I was only hypothetically speaking...","","","",""
"832835825297657856","832834069465534464","3462273137","2017-02-18 06:15:08 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew Most of the human race would pass out if they saw the true colors of our world.","","","",""
"832835456291176448","832834069465534464","3462273137","2017-02-18 06:13:40 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew I just have a hard time accepting the reputation of this world sometimes. I just want Earth to see this world has no rules.","","","",""
"832834838403174401","832834069465534464","3462273137","2017-02-18 06:11:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew What I mean is I'm not just gonna blatantly say ""Rachael Shadows is conspiring to kill everyone on Earth and it's wrong.""","","","",""
"832834549935652864","832834069465534464","3462273137","2017-02-18 06:10:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@EGSandrew I didn't out of respect...I don't want to label you or anyone in particular. It's not right..Well then again it is...","","","",""
"832833519273517056","","","2017-02-18 06:05:58 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It's something you need to accept...even if it's someone you love...","","","",""
"832833304290275328","","","2017-02-18 06:05:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It's not acceptable on Earth but it is here. The dead have no rules, no consequences. I personally don't want to hurt anyone...ever...","","","",""
"832832859727659008","","","2017-02-18 06:03:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hearing other ghosts saying brutal things like wanting to end human lives and rule the world is something you get used to around here.","","","",""
